type|plz|city|street|name|tel|fax|email|gebiete|website|href
kanzlei|93053|Regensburg|Guerickestr.  1|Kanzlei Biebl Kagleder Pengler|0941 - 7 05 51-0, 0941 - 7 05 51-0|0941 - 7 05 51-30|kanzlei@pbkt.de|Arbeitsrecht, Baurecht (privates), Erbrecht, Familienrecht, Forderungseinzug/Inkasso, Gesellschaftsrecht, Mietrecht, OWI-Recht, Verkehrsunfallrecht, Wohnungseigentumsrecht|http://www.pbkt.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/biebl_kagleder_pengler_regensburg
kanzlei|98617|Meiningen|Charlottenstr. 8|Kanzlei von Lehoczky-Semmelweis|03693 - 84 33-0|03693 - 84 33-84|ls@lehoczky-semmelweis.de|Arbeitsrecht, Architektenrecht, Arzthaftungsrecht, Baurecht (privates), Erbrecht, Familienrecht, Forderungseinzug/Inkasso, Kindschaftsrecht, Maklerrecht, Mietrecht, Nachbarrecht, OWI-Recht, Pachtrecht, Rentenrecht, Steuerrecht, Strafrecht, Tarifrecht, Verkehrsrecht, Verkehrsstrafrecht, Verkehrsunfallrecht, Versicherungsrecht, Vertragsrecht, Wohnungseigentumsrecht|http://www.lehoczky-semmelweis.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/von_lehoczky-semmelweis_meiningen
kanzlei|93444|Bad|Müllerstr. 7|Rechtsanwalt Dr. Karl Rabl - Mediator|09941 - 9 08 83 30|09941 - 90 88 33 33|dr.rabl@rabl-seuss.de||http://www.rabl-seuss.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/dr__karl_rabl_bad_koetzting
kanzlei|72622|Nürtingen|Postfach 1846|Rechtsanwalt Dr. Jörn Mitsdörffer Fachanwalt für Bank- und Kapitalmarktrecht -  Fachanwalt für Familienrecht|07022 - 60 90-0|07022 - 60 90-30|mail@anwaltsfirma.de|Bankrecht, Kapitalmarktrecht, Familienrecht, Gesellschaftsrecht|http://www.anwaltsfirma.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/dr__joern_mitsdoerffer_nuertingen
kanzlei|17033|Neubrandenburg|Friedrich-Engels-Ring 6|Kanzlei Kolloch & Schwab Rechtsanwaltsgesellschaft mbH|0395 - 5 44 31 52|0395 - 5 82 23 28|info@ra-kanzlei-kolloch.de|Arbeitsrecht, Erbrecht, Familienrecht, Insolvenzrecht, Sozialrecht, Sozialversicherungsrecht, Vertragsrecht, Verwaltungsrecht||https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/kolloch___schwab_rechtsanwaltsgesellschaft_mbh_neubrandenburg
kanzlei|94469|Deggendorf|Bahnhofstr. 17|Rechtsanwalt Andreas Heigl Fachanwalt für Arbeitsrecht -  Fachanwalt für Miet- und Wohnungseigentumsrecht|0991 - 3 70 52-0|0991 - 3 70 52-22|info@rae-wurster.de|Arbeitsrecht, Mietrecht, Wohnungseigentumsrecht, Nachbarrecht, Verkehrsrecht|http://www.rae-wurster.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/andreas_heigl_deggendorf
kanzlei|36304|Alsfeld|Grünberger Straße 89|Rechtsanwalt Klaus Dippell Fachanwalt für Arbeitsrecht -  Fachanwalt für Versicherungsrecht|06631 - 50 36|06631 - 7 28 01|info@siebert-collegen.de|Arbeitsrecht, Versicherungsrecht|http://www.siebert-collegen.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/klaus_dippell_alsfeld
kanzlei|84028|Landshut|Neustadt 530|Rechtsanwalt Bernhard Schweiger Fachanwalt für Verkehrsrecht|0871 - 96 56 55 60|0871 - 9 65 65 56 56|info@kanzlei-heindl-schweiger.de|Architektenrecht, Arzthaftungsrecht, Baurecht (öffentliches), Baurecht (privates), Gesellschaftsrecht, Sportrecht, Verkehrsrecht, Vertragsrecht|http://www.kanzlei-heindl-schweiger.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/bernhard_schweiger_landshut
kanzlei|91126|Schwabach|Eisentrautstr. 4|Rechtsanwalt Klaus Berger|09122 - 1 60 61|09122 - 52 26|info@recht-sc.de|||https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/klaus_berger_schwabach
kanzlei|17087|Altentreptow|Schulstr. 7|Kanzlei Dr. Bochmann & Bochmann|03961 - 2 57 70|03961 - 25 77 11|info@kanzlei-bochmann.de|||https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/dr__bochmann___bochmann_altentreptow
kanzlei|80339|München|Ridlerstr. 35|Rechtsanwalt Dr. Frithjof Päuser Fachanwalt für Bau- und Architektenrecht|089 - 59 97 67 90|089 - 5 99 76 79 29|kanzlei@iutax.de|Architektenrecht, Baurecht (öffentliches), Baurecht (privates), Gesellschaftsrecht, Immobilienrecht, Mietrecht, Verkehrsrecht, Vertragsrecht, Zivilrecht|http://www.iutax.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/dr__frithjof_paeuser_muenchen
kanzlei|36381|Schlüchtern|Obertorstr. 16 Flemmig Haus|Rechtsanwalt Rainhard Cerny|06661 - 21 11|06661 - 7 11 99|kanzlei@cerny-weitzel.de|Strafrecht, Verkehrsrecht, Verkehrsstrafrecht, OWI-Recht, Verkehrsunfallrecht, Arbeitsrecht|http://www.cerny-weitzel-schremmer.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/rainhard_cerny_schluechtern
kanzlei|19053|Schwerin|Demmlerplatz 3|Rechtsanwalt Dr. Albert Thönnissen|0385 - 7 60 34-0|0385 - 7 60 34-99|info@die-fachanwaltskanzlei.de|Baurecht (privates), Zivilrecht, Wirtschaftsrecht, Insolvenzrecht|http://www.die-fachanwaltskanzlei.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/dr__albert_thoennissen_schwerin_2
kanzlei|20354|Hamburg|Jungfernstieg 30|Rechtsanwältin Katrin Schulenburg LL.M.|040 - 3 03 73 00|040 - 30 37 30 99|hamburg@schackow.de||http://www.schackow.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/katrin__schulenburg_hamburg
kanzlei|19395|Plau|Burgplatz 3|Rechtsanwalt Gunnar Wilke|038735 - 4 96 38|038735 - 4 96 41|ra-sven-walter@web.de|Mietrecht, Familienrecht, Sozialrecht, Strafrecht, Verkehrsrecht, OWI-Recht, Erbrecht|https://www.kanzlei-walter-wilke.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/gunnar_wilke_plau
kanzlei|26919|Brake|Schrabberdeich 6|Rechtsanwalt Notar Hans Dieter Beck Fachanwalt für Medizinrecht -  Fachanwalt für Agrarrecht -  Fachanwalt für Verkehrsrecht|04401 - 9 38 20|04401 - 93 82 99|info@mopibe.de|Agrarrecht, Arbeitsrecht, Familienrecht, Medizinrecht, Verkehrsrecht|http://www.mopibe.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/hans_dieter_beck_brake__unterweser_
kanzlei|06449|Aschersleben|Weinberg 11-12|Rechtsanwältin Ina Danneberg Fachanwältin für Arbeitsrecht|03473 - 9 25 10|03473 - 92 51 22|info-asl@grollmuetz-mastaliers.de|Arbeitsrecht, Kindschaftsrecht, Zivilrecht, Verkehrsrecht, Sozialrecht|http://www.grollmuetz-mastaliers.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/ina_danneberg_aschersleben
kanzlei|80636|München|Leonrodstr.  68|Rechtsanwalt Lars Anderson 	 Fachanwalt für Familienrecht|089 - 55 57 49|089 - 54 82 85 22|info@kampfrechtsanwaelte.de|Familienrecht|http://www.kampfrechtsanwaelte.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/lars_anderson___muenchen
kanzlei|30539|Hannover|Wülferoder Straße 51|Kanzlei Petri-Kramer & Kollegen|0511 - 5 42 24 50|0511 - 54 22 45 22|kanzlei@petri-kramer.de|Arbeitsrecht, Arzthaftungsrecht, Beamtenrecht, Medizinrecht, Rentenrecht, Sozialrecht, Sozialversicherungsrecht, Versicherungsrecht|http://www.petri-kramer.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/petri-kramer___kollegen_hannover
kanzlei|03046|Cottbus|Gerichtsplatz 1|Rechtsanwalt Roman Knapik|0355 - 2 50 40, 0355 - 2 50 40|0355 - 3 83 39 89|info@gerichtsplatz1.com||http://www.gerichtsplatz1.com|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/roman_knapik_cottbus
kanzlei|86316|Friedberg|Haagstr. 14|Rechtsanwalt Stephan Reinold Fachanwalt für Arbeitsrecht|0821 - 48 67 07-0|0821 - 48 67 07-10|anwaelte@greiner-kollegen.de||http://www.greiner-kollegen.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/stephan_reinold_friedberg
kanzlei|84130|Dingolfing|Lederergasse 31|Rechtsanwalt Andreas Martin|08731 - 3 26 95 27|08731 - 3 26 95 29|kanzlei@balschbach-martin.de|Arbeitsrecht, Sozialrecht, Strafrecht, Verkehrsrecht, Versicherungsrecht|http://www.balschbach-martin.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/andreas_martin_dingolfing
kanzlei|63868|Großwallstadt|Lützeltaler Straße 5 a|Rechtsanwalt Mike Kramer - Mediator|06022 - 20 03 51, 06022 - 20 03 51|06022 - 20 03 01|kanzlei@wikrajur.de|Arbeitsrecht, Erbrecht, Familienrecht, Zivilrecht|http://www.wikrajur.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/mike_kramer_grosswallstadt
kanzlei|72172|Sulz|Mühlstrasse 5|Rechtsanwältin Stefanie Himmelspach Fachanwältin für Verkehrsrecht|07454 - 96 35-0|07454 - 96 35-60|recht@karsten-kuehfuss.de|Erbrecht, Verkehrsrecht, Vertragsrecht, Internetrecht|http://www.karsten-kuehfuss.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/stefanie_himmelspach_sulz_am_neckar
kanzlei|72250|Freudenstadt|Schulstr. 23|Rechtsanwalt Michael Doll Fachanwalt für Strafrecht -  Fachanwalt für Verkehrsrecht|07441 - 9 18 10|07441 - 91 81 71|ratrommsdorff@rechtsanwaelte-freudenstadt.de|Strafrecht, Verkehrsrecht, Verkehrsunfallrecht, Verkehrsstrafrecht, OWI-Recht, Mietrecht, Wohnungseigentumsrecht, Internetrecht, Vertragsrecht|http://www.rechtsanwaelte-freudenstadt.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/michael_doll_freudenstadt
kanzlei|90408|Nürnberg|Rollnerstr. 11|Rechtsanwalt Dr. Hans Besendorfer|0911 - 9 35 75-0|0911 - 9 35 75-50|mail@ra-besendorfer.de|Versicherungsrecht, Baurecht (privates), Baurecht (öffentliches), Architektenrecht, Immobilienrecht, Handelsrecht, Handelsvertreterrecht, Maklerrecht, Vertragsrecht, Kaufrecht|http://www.ra-besendorfer.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/dr__hans_besendorfer_nuernberg
kanzlei|32756|Detmold|Lindenweg 2|Kanzlei Brandi Rechtsanwälte|05231 - 9 85 70|05231 - 98 57 50|detmold@brandi.net|Arbeitsrecht, Bankrecht, Baurecht (öffentliches), Baurecht (privates), Erbrecht, Europarecht, Familienrecht, Gesellschaftsrecht, Gewerblicher Rechtsschutz, Handelsrecht, Immobilienrecht, Insolvenzrecht, Internationales Recht, Kommunalabgaberecht, Kommunalrecht, Mietrecht, Steuerrecht, Steuerstrafrecht, Umweltrecht, Versicherungsrecht, Wirtschaftsrecht, ... mehr|http://www.brandi.net|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/brandi_rechtsanwaelte_detmold
kanzlei|32052|Herford|Wilhelmsplatz 5|Rechtsanwalt Notar Peter Warning Fachanwalt für Steuerrecht|05221 - 9 14 20|05221 - 91 42 44|cmaringer@warningundpartner.de|Steuerrecht|http://anwaltskanzlei-warning.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/peter_warning_herford
kanzlei|65760|Eschborn|Hauptstr. 23|Rechtsanwalt Steffani Kaup Fachanwalt für Familienrecht - Mediator|06196 - 48 49 76|06196 - 48 49 86|kaup@familienrecht-bundesweit.de|Familienrecht|http://www.familienrecht-bundesweit.de/|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/steffani_kaup_eschborn
kanzlei|77933|Lahr|Obststr. 28|Rechtsanwältin Nathalie Schatz|07821 - 2 50 75|07821 - 2 50 74|info@wingertundkollegen.de||http://www.wingertundkollegen.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/nathalie_schatz_lahr
kanzlei|72622|Nürtingen|Postfach 1846|Kanzlei Dr. Mitsdörffer, Weible & Kollegen|07022 - 60 90-0|07022 - 60 90-30|mail@anwaltsfirma.de|Arbeitsrecht, Bankrecht, Baurecht (privates), Architektenrecht, Erbrecht, Familienrecht, Gesellschaftsrecht, Forderungseinzug/Inkasso, IT-Recht, Kapitalanlagerecht, Mediation, Mietrecht, Vertragsrecht, Verkehrsrecht, OWI-Recht, Verkehrsstrafrecht, Verkehrsunfallrecht, Wohnungseigentumsrecht, Handelsvertreterrecht, Handelsrecht|http://www.anwaltsfirma.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/dr__mitsdoerffer__weible___kollegen_nuertingen
kanzlei|14467|Potsdam|Lindenstr.  37|Rechtsanwalt Harald Lietzke|0331 - 2 71 96-0|0331 - 2 71 96-16|rechtsanwaelte-blume-lietzke@t-online.de||http://www.rechtsanwaelte-blume-lietzke.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/harald_lietzke_potsdam
kanzlei|07318|Saalfeld/Saale|Obere Straße 12|Rechtsanwalt Andreas Hook|03671 - 35 80-0|03671 - 35 80-19|info@bertram-hook.de||http://www.bertram-hook.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/andreas_hook_saalfeld_saale
kanzlei|78183|Hüfingen|Burgplatz 1|Steuerberater Gerd Noack|0771 - 6 49 66|0771 - 6 49 67|dr.ebnet@t-online.de||http://www.law-office.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/gerd_noack_huefingen
kanzlei|15230|Frankfurt|Heilbronner Straße 19|Rechtsanwältin Anna Dolejsz-Świderska LL.M.|0335 - 4 01 50 50|0335 - 40 15 05 29|buero-ffo@kbz24.com||http://www.kbz24.com|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/anna_dolejsz-__346_widerska_frankfurt__oder_
kanzlei|74072|Heilbronn|Sülmerstr. 7|Rechtsanwalt Uwe Bümmerstede|07131 - 99 17 30|07131 - 9 91 73 33|kb-partner@t-online.de|Arbeitsrecht, Sozialrecht|http://www.kanzlei-kbbw.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/uwe_buemmerstede_heilbronn
kanzlei|49084|Osnabrück|Bremer Straße 54|Rechtsanwalt Stefan Buddeke|0541 - 33 89 80|0541 - 3 38 98 11|buddeke@ra-os.de|Arbeitsrecht, Prüfungsrecht, Sportrecht, Handelsrecht, Gesellschaftsrecht, Ausländerrecht, Asylrecht|http://www.ra-os.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/stefan_buddeke_osnabrueck
kanzlei|79098|Freiburg|Luisenstr. 5|Rechtsanwältin Gila Schindler|0761 - 38 80 30|0761 - 3 88 03 33|info@hks-jur.de|Sozialrecht|http://www.drhess-kollegen.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/gila_schindler_freiburg_im_breisgau
kanzlei|79761|Waldshut-Tiengen|Rheinbrückenstrasse 6|Kanzlei Gleixner- Rechtsanwälte|07751 - 8 96 18-0|07751 - 8 96 18-22|info@gleixner-rechtsanwaelte.de|Zivilrecht, Arbeitsrecht, Baurecht (privates), Datenschutzrecht, Erbrecht, Gesellschaftsrecht, Gewerblicher Rechtsschutz, Urheberrecht, Handelsrecht, Forderungseinzug/Inkasso, Mietrecht, Steuerrecht, Verkehrsrecht, Verkehrsunfallrecht, Transportrecht, Verbandsrecht, Vertragsrecht, Wasserrecht, Wettbewerbsrecht, Wirtschaftsrecht|https://www.gleixner-rechtsanwaelte.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/gleixner-_rechtsanwaelte_waldshut-tiengen
kanzlei|37603|Holzminden|Moltkestr. 1 a|Rechtsanwältin Suse Singer|05531 - 93 58-0, 05531 - 93 58-0|05531 - 93 58-10|info@rechtsanwaelte-ebert-singer.de||http://www.rechtsanwaelte-ebert-singer.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/suse_singer_holzminden
kanzlei|91126|Schwabach|Bahnhofstr. 31|Kanzlei Hausmann & Sandreuther|09122 - 8 37 50|09122 - 83 75 38|recht@hausmann-sandreuther.de|Arbeitsrecht, Bankrecht, Betreuungsrecht, Erbrecht, Familienrecht, Gesellschaftsrecht, Insolvenzrecht, Mietrecht, Strafrecht, Verkehrsunfallrecht, Wettbewerbsrecht|http://www.hausmann-sandreuther.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/hausmann___sandreuther_schwabach
kanzlei|85737|Ismaning|Erich-Zeitler-Straße 1|Rechtsanwältin Susanne Gerhards|089 - 9 62 60 00|089 - 96 26 00 26|info@weber-kollegen.de|Familienrecht, Mietrecht, Pachtrecht, Verkehrsrecht, Wohnungseigentumsrecht|http://www.weber-kollegen.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/susanne_gerhards_ismaning
kanzlei|39114|Magdeburg|Oststr. 10|Kanzlei Knud Hartstock & Torsten Jacob|0391 - 2 44 76 90|0391 - 2 44 76 91|buero@fachanwalt-magdeburg.de|Arbeitsrecht, Architektenrecht, Baurecht (öffentliches), Baurecht (privates), Erbrecht, Gesellschaftsrecht, Gewerblicher Rechtsschutz, Ingenieurrecht, Internetrecht, Maklerrecht, Markenrecht, Medienrecht, Mietrecht, Nachbarrecht, Pachtrecht, Presserecht, Speditionsrecht, Telekommunikationsrecht, Transportrecht, Urheberrecht, Wettbewerbsrecht, Wohnungseigentumsrecht|http://www.fachanwalt-magdeburg.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/knud_hartstock___torsten_jacob_magdeburg
kanzlei|03149|Forst|Cottbuser Straße 35b|Rechtsanwalt Wolfram Walter Fachanwalt für Medizinrecht -  Fachanwalt für Erbrecht|03562 - 69 29 29|03562 - 69 29 31|anwalt@raforst.de|Architektenrecht, Arzthaftungsrecht, Baurecht (privates), Erbrecht, Medizinrecht|http://www.raspreewald.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/wolfram_walter_forst__lausitz_
kanzlei|06295|Lutherstadt|Markt 26|Rechtsanwalt Peter Ratzka Fachanwalt für Strafrecht|03475 - 6 12 99 60|03475 - 6 12 99 66|info@bella-ratzka.de|Strafrecht, OWI-Recht, Internetrecht, Urheberrecht, Mietrecht|http://www.bella-ratzka.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/peter_ratzka_lutherstadt_eisleben
kanzlei|94315|Straubing|Geiselhöringer Straße 19 I. Obergeschoss|Rechtsanwalt Steuerberater Dipl. Finw. (FH) Sven Kaspers Fachanwalt für Handels- und Gesellschaftsrecht|09421 - 5 10 23 50|09421 - 5 10 23 99|info@kaspers-rae.de|Gesellschaftsrecht, Steuerrecht, Arbeitsrecht|http://www.kaspers-rae.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/dipl__finw___fh__sven_kaspers_straubing
kanzlei|97070|Würzburg|Marienplatz 1|Rechtsanwalt Norman F. Jacob|0931 - 57 10 20|0931 - 57 10 21|info@rechtsanwaelte-marienplatz.de|Familienrecht, Strafrecht|http://www.rechtsanwaelte-marienplatz.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/norman_f__jacob_wuerzburg
kanzlei|35576|Wetzlar|Sophienstr. 7|Rechtsanwalt Patrick Oliver Jockel Fachanwalt für Versicherungsrecht -  Fachanwalt für Bank- und Kapitalmarktrecht|06441 - 80 88-0|06441 - 80 88-88|info@kanzlei-uww.de|Bankrecht, Medizinrecht, Speditionsrecht, Versicherungsrecht, Vertragsrecht, Zivilrecht|http://www.kanzlei-uww.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/patrick_oliver_jockel_wetzlar
kanzlei|79106|Freiburg|Tennenbacher Straße 11|Rechtsanwalt Dr. Dierk Bredemeyer Fachanwalt für Erbrecht|0761 - 1 37 57 51|07651 - 73 74 75|mail@dr-brunner-partner.de|Erbrecht, Gesellschaftsrecht, Handelsrecht|http://www.dr-brunner-partner.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/dr__dierk_bredemeyer_freiburg_im_breisgau
kanzlei|32756|Detmold|Lindenweg 2|Rechtsanwalt Dr. Bernhard König|05231 - 9 85 70|05231 - 98 57 50|detmold@brandi.net|Arbeitsrecht, Gesellschaftsrecht, Gewerblicher Rechtsschutz, Handelsrecht, Steuerrecht, Wettbewerbsrecht, Zivilrecht|http://www.brandi.net|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/dr__bernhard_koenig_detmold
kanzlei|33142|Büren|Burgstr. 13|Rechtsanwalt Daniel Radix|02951 - 98 57-0|02951 - 98 57-32|ra@rehmann.de||http://www.rehmann.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/daniel_radix_bueren
kanzlei|10119|Berlin|Torstr. 49|Rechtsanwalt Christian Preuß|030 - 44 04 13 21|030 - 44 04 13 22|kanzlei@rae-kkmpv.de|Arbeitsrecht, Zivilrecht, Sozialrecht, Strafrecht|http://www.rae-kkmpv.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/christian_preuss_berlin
kanzlei|31655|Stadthagen|Am Markt 12-16|Rechtsanwalt Mark Nordmann|05721 - 9 76 40|05721 - 9 76 41|info@kanzlei-ammarkt.de||http://www.kanzlei-ammarkt.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/mark_nordmann_stadthagen
kanzlei|96450|Coburg|Rosenauer Straße 5a|Rechtsanwalt Ralf Schütte Fachanwalt für Arbeitsrecht -  Fachanwalt für Versicherungsrecht|09561 - 23 67-0|09561 - 23 67-29|mail@woik-nachtigall.de|Arbeitsrecht, Versicherungsrecht||https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/ralf_schuette_coburg_2
kanzlei|35390|Gießen|Braugasse 7|Rechtsanwalt Thomas Schneider Fachanwalt für Familienrecht|0641 - 93 24 30|0641 - 9 32 43 30|info@rae-voelpel.de|Arbeitsrecht, Familienrecht, OWI-Recht, Strafrecht, Wirtschaftsrecht, Zivilrecht|http://www.rae-voelpel.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/thomas_schneider_giessen
kanzlei|32756|Detmold|Hermannstr. 9|Rechtsanwalt Notar Anton Volk|05231 - 97 82-20|05231 - 97 82-24|info@volk-legal.de|Arbeitsrecht, Handelsrecht, Wirtschaftsrecht, Wettbewerbsrecht, Erbrecht, Steuerrecht, Steuerstrafrecht, Insolvenzrecht, Verwaltungsrecht|http://www.volk-legal.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/anton_volk_detmold
kanzlei|30159|Hannover|Luisenstr. 12|Kanzlei am Opernhaus|0511 - 38 39 30, 0511 - 38 39 30|0511 - 3 83 93 99|anwalt@kanzlei-am-opernhaus.de|Arbeitsrecht, Erbrecht, Familienrecht, Forderungseinzug/Inkasso, Mietrecht, OWI-Recht, Reiserecht, Strafrecht, Verkehrsrecht, Vertragsrecht|http://www.kanzlei-am-opernhaus.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/am_opernhaus_hannover
kanzlei|10715|Berlin|Bundesallee 56|Rechtsanwältin Lisa Muschner|030 - 81 48 66 66|030 - 81 48 66 67|baumbach@baumbach-muschner.de|Arbeitsrecht, Familienrecht, OWI-Recht, Zivilrecht|http://www.baumbach-muschner.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/lisa_muschner_berlin
kanzlei|60311|Frankfurt|Neue Kräme 26|Rechtsanwalt Dr. Frederic Raue Fachanwalt für Arbeitsrecht|069 - 26 94 61-55|069 - 26 94 61-56|info@kanzlei-neue-kraeme.de|Arbeitsrecht, Strafrecht, Steuerstrafrecht, Wirtschaftsstrafrecht, Verkehrsstrafrecht, OWI-Recht, Verkehrsrecht|https://www.kanzlei-neue-kraeme.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/dr__frederic_raue_frankfurt_am_main
kanzlei|15517|Fürstenwalde/Spree|Bergstr. 1 A|Rechtsanwältin Janine Trippens|03361 - 37 73 00|03361 - 37 73 20|trippens@kenzler-kollegen.de|Arbeitsrecht, Familienrecht, Sozialversicherungsrecht, Zivilrecht|http://www.kenzler-kollegen.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/janine_trippens_fuerstenwalde_spree
kanzlei|30175|Hannover|Berliner Allee 13|Kanzlei SCHRÖDER WIECHERT RENNER JONSKY RIPKE|0511 - 38 08 20|0511 - 3 80 82-82|info@swrj.de|Arbeitsrecht, Arzthaftungsrecht, Baurecht (öffentliches), Baurecht (privates), Erbrecht, Familienrecht, Gesellschaftsrecht, Gewerblicher Rechtsschutz, Immobilienrecht, Mediation, Mietrecht, Nachbarrecht, OWI-Recht, Reiserecht, Strafrecht, Vereinsrecht, Vergaberecht, Verkehrsrecht, Versicherungsrecht, Vertragsrecht, Wettbewerbsrecht, Wirtschaftsrecht, ... mehr|http://www.swrj.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/schroeder_wiechert_renner_jonsky_ripke_hannover
kanzlei|28205|Bremen|Hamburger Straße 67|Kanzlei Pfeiffer § Dr. Redmann|0421 - 4 91 51 12|0421 - 4 91 51 13|kanzlei@rechtsanwaelte-peterswerder.de|Arbeitsrecht, Bankrecht, Erbrecht, Familienrecht, Immobilienrecht, Mietrecht, Nachbarrecht, Wohnungseigentumsrecht|http://www.bgp-rechtsanwaelte.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/pfeiffer___dr__redmann_bremen
kanzlei|27232|Sulingen|Lange Strasse 23|Rechtsanwältin Helena Berner|04271 - 95 67 80, 04271 - 95 67 80|04271 - 9 56 78 15|info@stelter-anwaelte.de||https://www.anwaelte-sulingen.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/helena_berner_sulingen
